0,0,-3.14,1,0.23277,0.22611,0.16749,0.18176
0,0,-3.0772,1,0.2174,0.2175,0.1788,0.19198
0,0,-3.0144,1,0.20187,0.20792,0.1871,0.20143
0,0,-2.9516,1,0.18723,0.19829,0.19053,0.21015
0,0,-2.8888,1,0.17361,0.19014,0.18653,0.21935
0,0,-2.826,1,0.15948,0.18663,0.17042,0.23245
0,0,-2.7632,1,0.14356,0.19855,0.13151,0.25229
0,0,-2.7004,1,0.13558,0.2513,0.062103,0.25527
0,0,-2.6376,1,0.14739,0.32379,0.029399,0.1803
0,0,-2.5748,1,0.10822,0.29756,0.13359,0.13555
0,0,-2.512,1,-0.029079,0.20463,0.26407,0.32708
0,0,-2.4492,1,-0.13747,0.18637,0.26271,0.56807
0,0,-2.3864,1,-0.17787,0.20401,0.20884,0.67731
0,0,-2.3236,1,-0.18181,0.20554,0.17756,0.69461
0,0,-2.2608,1,-0.16209,0.19229,0.17445,0.66529
0,0,-2.198,1,-0.12919,0.17488,0.18729,0.61666
0,0,-2.1352,1,-0.092894,0.15823,0.20629,0.56487
0,0,-2.0724,1,-0.05886,0.14305,0.2267,0.51729
0,0,-2.0096,1,-0.029195,0.12876,0.24681,0.47608
0,0,-1.9468,1,-0.0041749,0.11469,0.26624,0.44119
0,0,-1.884,1,0.01664,0.10039,0.28509,0.41178
0,0,-1.8212,1,0.033875,0.085542,0.30359,0.38693
0,0,-1.7584,1,0.048138,0.069977,0.32202,0.36575
0,0,-1.6956,1,0.059952,0.05357,0.3406,0.34752
0,0,-1.6328,1,0.069747,0.036222,0.35959,0.33163
0,0,-1.57,1,0.077867,0.017839,0.3792,0.31756
0,0,-1.5072,1,0.084583,-0.0016812,0.39968,0.30488
0,0,-1.4444,1,0.090112,-0.02246,0.42128,0.29315
0,0,-1.3816,1,0.094644,-0.044643,0.44426,0.28194
0,0,-1.3188,1,0.09838,-0.06841,0.4689,0.27074
0,0,-1.256,1,0.10161,-0.09398,0.49551,0.25888
0,0,-1.1932,1,0.10485,-0.12163,0.52429,0.24543
0,0,-1.1304,1,0.10915,-0.15174,0.55532,0.22896
0,0,-1.0676,1,0.11661,-0.18487,0.5883,0.20727
0,0,-1.0048,1,0.13119,-0.22198,0.62242,0.1772
0,0,-0.942,1,0.15933,-0.26481,0.65656,0.13492
0,0,-0.8792,1,0.20866,-0.31631,0.69076,0.077744
0,0,-0.8164,1,0.28244,-0.38049,0.72938,0.0077874
0,0,-0.7536,1,0.37245,-0.46059,0.78154,-0.066211
0,0,-0.6908,1,0.45827,-0.55201,0.85039,-0.13099
0,0,-0.628,1,0.5053,-0.61545,0.90079,-0.16396
0,0,-0.5652,1,0.45786,-0.5293,0.8144,-0.12094
0,0,-0.5024,1,0.32291,-0.24436,0.54903,-0.00063893
0,0,-0.4396,1,0.21768,-0.016714,0.35557,0.10372
0,0,-0.3768,1,0.16367,0.062047,0.30754,0.17035
0,0,-0.314,1,0.14442,0.093692,0.29008,0.20866
0,0,-0.2512,1,0.15184,0.1243,0.26255,0.2202
0,0,-0.1884,1,0.16759,0.151,0.23766,0.21894
0,0,-0.1256,1,0.18229,0.17176,0.21944,0.21385
0,0,-0.0628,1,0.19498,0.18793,0.20524,0.20699
0,0,-4.4409e-16,1,0.20694,0.20075,0.19236,0.1983
0,0,0.0628,1,0.21968,0.21087,0.17901,0.18734
0,0,0.1256,1,0.23487,0.21869,0.16397,0.17347
0,0,0.1884,1,0.25456,0.22427,0.1465,0.15576
0,0,0.2512,1,0.281,0.2267,0.12678,0.13315
0,0,0.314,1,0.31551,0.22298,0.10699,0.10504
0,0,0.3768,1,0.35516,0.20865,0.09199,0.072663
0,0,0.4396,1,0.38786,0.18444,0.085697,0.041282
0,0,0.5024,1,0.40354,0.16484,0.082465,0.01629
0,0,0.5652,1,0.4296,0.15558,0.079106,-0.012913
0,0,0.628,1,0.4956,0.13527,0.095151,-0.057917
0,0,0.6908,1,0.57448,0.10367,0.13618,-0.10303
0,0,0.7536,1,0.62353,0.084982,0.17926,-0.12724
0,0,0.8164,1,0.63088,0.090492,0.20499,-0.12786
0,0,0.8792,1,0.60996,0.11313,0.21207,-0.11432
0,0,0.942,1,0.5768,0.14252,0.20722,-0.095351
0,0,1.0048,1,0.54105,0.17242,0.19642,-0.075519
0,0,1.0676,1,0.50695,0.20041,0.183,-0.056543
0,0,1.1304,1,0.47596,0.22604,0.16847,-0.03887
0,0,1.1932,1,0.4483,0.24961,0.15335,-0.022467
0,0,1.256,1,0.42376,0.27164,0.13771,-0.0071608
0,0,1.3188,1,0.402,0.29266,0.1214,0.0072456
0,0,1.3816,1,0.38273,0.31314,0.10418,0.02093
0,0,1.4444,1,0.36569,0.33351,0.085723,0.03404
0,0,1.5072,1,0.35065,0.35418,0.065679,0.046697
0,0,1.57,1,0.33749,0.37554,0.043618,0.058996
0,0,1.6328,1,0.32611,0.39799,0.019031,0.071016
0,0,1.6956,1,0.31647,0.42191,-0.0086844,0.08282
0,0,1.7584,1,0.30859,0.44762,-0.04021,0.094448
0,0,1.8212,1,0.30261,0.47522,-0.07623,0.10589
0,0,1.884,1,0.29877,0.50426,-0.11716,0.11698
0,0,1.9468,1,0.29751,0.53287,-0.16243,0.12722
0,0,2.0096,1,0.29949,0.55618,-0.20868,0.13521
0,0,2.0724,1,0.30558,0.56336,-0.24616,0.13768
0,0,2.1352,1,0.31649,0.53519,-0.25372,0.12818
0,0,2.198,1,0.33157,0.45074,-0.20141,0.098046
0,0,2.2608,1,0.34766,0.31415,-0.078301,0.044443
0,0,2.3236,1,0.35982,0.17169,0.075186,-0.01968
0,0,2.3864,1,0.36106,0.071897,0.1971,-0.069414
0,0,2.4492,1,0.33629,0.030999,0.25323,-0.07178
0,0,2.512,1,0.27394,0.047295,0.2418,0.0014228
0,0,2.5748,1,0.20859,0.097597,0.19903,0.10695
0,0,2.6376,1,0.18173,0.14711,0.16458,0.17071
0,0,2.7004,1,0.18862,0.18568,0.14255,0.18595
0,0,2.7632,1,0.21202,0.21495,0.12776,0.17528
0,0,2.826,1,0.23719,0.23323,0.12101,0.16011
0,0,2.8888,1,0.25378,0.24066,0.12286,0.15294
0,0,2.9516,1,0.25956,0.24142,0.13055,0.15442
0,0,3.0144,1,0.25644,0.23863,0.14153,0.16126
0,0,3.0772,1,0.24696,0.23352,0.15412,0.17079
0,0,3.14,1,0.23351,0.22651,0.16687,0.18123
0,0.1,-3.14,1,0.2396,0.23256,0.15856,0.17741
0,0.1,-3.0772,1,0.22508,0.22489,0.16891,0.18677
0,0.1,-3.0144,1,0.20991,0.21618,0.17675,0.19541
0,0.1,-2.9516,1,0.19518,0.20724,0.18031,0.20337
0,0.1,-2.8888,1,0.18122,0.19952,0.17697,0.21174
0,0.1,-2.826,1,0.16713,0.19632,0.16203,0.22333
0,0.1,-2.7632,1,0.15261,0.20782,0.12613,0.23911
0,0.1,-2.7004,1,0.14582,0.25378,0.066241,0.23678
0,0.1,-2.6376,1,0.15,0.30768,0.044065,0.17423
0,0.1,-2.5748,1,0.10241,0.26906,0.13838,0.15717
0,0.1,-2.512,1,-0.024404,0.18018,0.24927,0.34499
0,0.1,-2.4492,1,-0.12203,0.1674,0.24754,0.56592
0,0.1,-2.3864,1,-0.16104,0.18918,0.20056,0.66863
0,0.1,-2.3236,1,-0.16724,0.19484,0.17374,0.68652
0,0.1,-2.2608,1,-0.15084,0.18492,0.17279,0.6597
0,0.1,-2.198,1,-0.12106,0.16975,0.18663,0.61349
0,0.1,-2.1352,1,-0.087183,0.15449,0.20612,0.56345
0,0.1,-2.0724,1,-0.054868,0.14017,0.22675,0.51697
0,0.1,-2.0096,1,-0.026405,0.12644,0.24693,0.47645
0,0.1,-1.9468,1,-0.0022341,0.11276,0.26634,0.44197
0,0.1,-1.884,1,0.017963,0.098732,0.28511,0.41281
0,0.1,-1.8212,1,0.034736,0.08411,0.30349,0.3881
0,0.1,-1.7584,1,0.048644,0.06873,0.32175,0.36699
0,0.1,-1.6956,1,0.060181,0.052481,0.34016,0.34878
0,0.1,-1.6328,1,0.069759,0.035269,0.35894,0.33287
0,0.1,-1.57,1,0.077713,0.017001,0.37834,0.31876
0,0.1,-1.5072,1,0.084311,-0.0024265,0.39858,0.30601
0,0.1,-1.4444,1,0.089774,-0.02314,0.41991,0.29418
0,0.1,-1.3816,1,0.094299,-0.045292,0.44258,0.28287
0,0.1,-1.3188,1,0.098099,-0.069072,0.46689,0.27155
0,0.1,-1.256,1,0.10148,-0.094711,0.49308,0.25959
0,0.1,-1.1932,1,0.10499,-0.1225,0.52136,0.24605
0,0.1,-1.1304,1,0.10967,-0.15284,0.55178,0.22954
0,0.1,-1.0676,1,0.11763,-0.1863,0.58403,0.20794
0,0.1,-1.0048,1,0.13269,-0.22386,0.61733,0.17822
0,0.1,-0.942,1,0.16101,-0.2672,0.65066,0.13674
0,0.1,-0.8792,1,0.20975,-0.31916,0.68417,0.081032
0,0.1,-0.8164,1,0.28187,-0.38356,0.72196,0.013237
0,0.1,-0.7536,1,0.36945,-0.46321,0.77225,-0.058024
0,0.1,-0.6908,1,0.45231,-0.55233,0.83672,-0.11914
0,0.1,-0.628,1,0.49566,-0.60995,0.87942,-0.14712
0,0.1,-0.5652,1,0.44698,-0.51921,0.78937,-0.10179
0,0.1,-0.5024,1,0.31768,-0.24158,0.53536,0.011875
0,0.1,-0.4396,1,0.21732,-0.019319,0.35039,0.10892
0,0.1,-0.3768,1,0.16521,0.059681,0.30359,0.17217
0,0.1,-0.314,1,0.1468,0.092173,0.2863,0.20877
0,0.1,-0.2512,1,0.1542,0.12303,0.25946,0.21945
0,0.1,-0.1884,1,0.16942,0.14958,0.23538,0.218
0,0.1,-0.1256,1,0.18362,0.17015,0.21774,0.21296
0,0.1,-0.0628,1,0.19594,0.18617,0.20391,0.20621
0,0.1,-4.4409e-16,1,0.20763,0.19887,0.19129,0.19761
0,0.1,0.0628,1,0.22017,0.2089,0.17817,0.18672
0,0.1,0.1256,1,0.23516,0.21665,0.16335,0.17294
0,0.1,0.1884,1,0.25454,0.22217,0.14613,0.15539
0,0.1,0.2512,1,0.2804,0.22455,0.12673,0.1331
0,0.1,0.314,1,0.31387,0.22086,0.10732,0.10558
0,0.1,0.3768,1,0.35194,0.20689,0.092594,0.074051
0,0.1,0.4396,1,0.38319,0.18346,0.086447,0.043205
0,0.1,0.5024,1,0.39854,0.16401,0.084224,0.017354
0,0.1,0.5652,1,0.42339,0.15389,0.082867,-0.0131
0,0.1,0.628,1,0.48689,0.13393,0.099112,-0.058216
0,0.1,0.6908,1,0.56518,0.10357,0.13859,-0.10327
0,0.1,0.7536,1,0.61571,0.085619,0.18044,-0.12778
0,0.1,0.8164,1,0.62507,0.091149,0.20597,-0.12876
0,0.1,0.8792,1,0.60587,0.11353,0.21346,-0.11541
0,0.1,0.942,1,0.57395,0.14274,0.20913,-0.096495
0,0.1,1.0048,1,0.53902,0.17265,0.19872,-0.07663
0,0.1,1.0676,1,0.50549,0.2008,0.18554,-0.05759
