0,0,-3.14,0.23277,0.22611,0.16749,0.18176,-0.25474,-0.058884,-0.044393,0.1645
0,0,-3.0772,0.2174,0.2175,0.1788,0.19198,-0.25507,-0.058884,-0.044401,0.16392
0,0,-3.0144,0.20187,0.20792,0.1871,0.20143,-0.2554,-0.058884,-0.044413,0.16327
0,0,-2.9516,0.18723,0.19829,0.19053,0.21015,-0.25572,-0.058885,-0.044434,0.16253
0,0,-2.8888,0.17361,0.19014,0.18653,0.21935,-0.25604,-0.058885,-0.044484,0.16169
0,0,-2.826,0.15948,0.18663,0.17042,0.23245,-0.25635,-0.058885,-0.044624,0.16075
0,0,-2.7632,0.14356,0.19855,0.13151,0.25229,-0.25666,-0.058885,-0.045056,0.15967
0,0,-2.7004,0.13558,0.2513,0.062103,0.25527,-0.25696,-0.058885,-0.046396,0.15847
0,0,-2.6376,0.14739,0.32379,0.029399,0.1803,-0.25725,-0.058885,-0.050138,0.1571
0,0,-2.5748,0.10822,0.29756,0.13359,0.13555,-0.25754,-0.058886,-0.057819,0.15556
0,0,-2.512,-0.029079,0.20463,0.26407,0.32708,-0.25781,-0.058886,-0.066787,0.15382
0,0,-2.4492,-0.13747,0.18637,0.26271,0.56807,-0.25807,-0.058887,-0.072348,0.15185
0,0,-2.3864,-0.17787,0.20401,0.20884,0.67731,-0.25832,-0.058887,-0.074607,0.14962
0,0,-2.3236,-0.18181,0.20554,0.17756,0.69461,-0.25856,-0.058888,-0.075405,0.14708
0,0,-2.2608,-0.16209,0.19229,0.17445,0.66529,-0.25877,-0.058889,-0.075724,0.14418
0,0,-2.198,-0.12919,0.17488,0.18729,0.61666,-0.25897,-0.058891,-0.075912,0.14083
0,0,-2.1352,-0.092894,0.15823,0.20629,0.56487,-0.25915,-0.058893,-0.076081,0.13693
0,0,-2.0724,-0.05886,0.14305,0.2267,0.51729,-0.2593,-0.058896,-0.076267,0.13231
0,0,-2.0096,-0.029195,0.12876,0.24681,0.47608,-0.25943,-0.058899,-0.076489,0.12676
0,0,-1.9468,-0.0041749,0.11469,0.26624,0.44119,-0.25952,-0.058904,-0.076755,0.12003
0,0,-1.884,0.01664,0.10039,0.28509,0.41178,-0.25959,-0.05891,-0.077076,0.11191
0,0,-1.8212,0.033875,0.085542,0.30359,0.38693,-0.25961,-0.058919,-0.077462,0.10234
0,0,-1.7584,0.048138,0.069977,0.32202,0.36575,-0.2596,-0.058929,-0.077926,0.091573
0,0,-1.6956,0.059952,0.05357,0.3406,0.34752,-0.25954,-0.058944,-0.078481,0.08021
0,0,-1.6328,0.069747,0.036222,0.35959,0.33163,-0.25943,-0.058962,-0.079143,0.06895
0,0,-1.57,0.077867,0.017839,0.3792,0.31756,-0.25927,-0.058987,-0.079929,0.058301
0,0,-1.5072,0.084583,-0.0016812,0.39968,0.30488,-0.25905,-0.059018,-0.080858,0.048451
0,0,-1.4444,0.090112,-0.02246,0.42128,0.29315,-0.25876,-0.059057,-0.081949,0.039355
0,0,-1.3816,0.094644,-0.044643,0.44426,0.28194,-0.25841,-0.0591,-0.083221,0.030896
0,0,-1.3188,0.09838,-0.06841,0.4689,0.27074,-0.25798,-0.059124,-0.084692,0.022991
0,0,-1.256,0.10161,-0.09398,0.49551,0.25888,-0.25748,-0.059053,-0.086376,0.015633
0,0,-1.1932,0.10485,-0.12163,0.52429,0.24543,-0.2569,-0.058638,-0.088279,0.0088858
0,0,-1.1304,0.10915,-0.15174,0.55532,0.22896,-0.25624,-0.057325,-0.090395,0.0028718
0,0,-1.0676,0.11661,-0.18487,0.5883,0.20727,-0.25551,-0.054767,-0.092703,-0.0022534
0,0,-1.0048,0.13119,-0.22198,0.62242,0.1772,-0.25471,-0.052241,-0.095155,-0.0063213
0,0,-0.942,0.15933,-0.26481,0.65656,0.13492,-0.25388,-0.051103,-0.097675,-0.0091725
0,0,-0.8792,0.20866,-0.31631,0.69076,0.077744,-0.25304,-0.051071,-0.10015,-0.010677
0,0,-0.8164,0.28244,-0.38049,0.72938,0.0077874,-0.25226,-0.051607,-0.10242,-0.010755
0,0,-0.7536,0.37245,-0.46059,0.78154,-0.066211,-0.25163,-0.052491,-0.1043,-0.0093865
0,0,-0.6908,0.45827,-0.55201,0.85039,-0.13099,-0.25128,-0.053692,-0.10557,-0.0066288
0,0,-0.628,0.5053,-0.61545,0.90079,-0.16396,-0.25139,-0.055247,-0.106,-0.0026133
