0,0,-3.14,0.23277,0.22611,0.16749,0.18176,0.049058,-0.42097,-0.35785,-1.298
0,0,-3.0772,0.2174,0.2175,0.1788,0.19198,0.048993,-0.39638,-0.35781,-1.2968
0,0,-3.0144,0.20187,0.20792,0.1871,0.20143,0.048923,-0.37135,-0.35777,-1.2955
0,0,-2.9516,0.18723,0.19829,0.19053,0.21015,0.048847,-0.34591,-0.35773,-1.2941
0,0,-2.8888,0.17361,0.19014,0.18653,0.21935,0.048763,-0.32008,-0.35768,-1.2927
0,0,-2.826,0.15948,0.18663,0.17042,0.23245,0.04867,-0.2939,-0.35762,-1.2911
0,0,-2.7632,0.14356,0.19855,0.13151,0.25229,0.048563,-0.2674,-0.35756,-1.2894
0,0,-2.7004,0.13558,0.2513,0.062103,0.25527,0.048441,-0.2406,-0.35749,-1.2877
0,0,-2.6376,0.14739,0.32379,0.029399,0.1803,0.048297,-0.21355,-0.3574,-1.2858
0,0,-2.5748,0.10822,0.29756,0.13359,0.13555,0.048127,-0.18626,-0.35731,-1.2837
0,0,-2.512,-0.029079,0.20463,0.26407,0.32708,0.047922,-0.15877,-0.3572,-1.2816
0,0,-2.4492,-0.13747,0.18637,0.26271,0.56807,0.047673,-0.13111,-0.35708,-1.2792
0,0,-2.3864,-0.17787,0.20401,0.20884,0.67731,0.047367,-0.10329,-0.35694,-1.2766
0,0,-2.3236,-0.18181,0.20554,0.17756,0.69461,0.046989,-0.075355,-0.35678,-1.2737
0,0,-2.2608,-0.16209,0.19229,0.17445,0.66529,0.046517,-0.047313,-0.3566,-1.2705
0,0,-2.198,-0.12919,0.17488,0.18729,0.61666,0.045923,-0.019189,-0.3564,-1.2669
0,0,-2.1352,-0.092894,0.15823,0.20629,0.56487,0.045173,0.0089994,-0.35617,-1.2627
0,0,-2.0724,-0.05886,0.14305,0.2267,0.51729,0.044221,0.037237,-0.35591,-1.2577
0,0,-2.0096,-0.029195,0.12876,0.24681,0.47608,0.043009,0.065514,-0.35562,-1.2517
0,0,-1.9468,-0.0041749,0.11469,0.26624,0.44119,0.041458,0.093823,-0.35529,-1.244
0,0,-1.884,0.01664,0.10039,0.28509,0.41178,0.039472,0.12216,-0.35491,-1.2342
0,0,-1.8212,0.033875,0.085542,0.30359,0.38693,0.03692,0.15053,-0.3545,-1.2212
0,0,-1.7584,0.048138,0.069977,0.32202,0.36575,0.033639,0.17895,-0.35405,-1.2036
0,0,-1.6956,0.059952,0.05357,0.3406,0.34752,0.029415,0.20743,-0.35356,-1.1796
0,0,-1.6328,0.069747,0.036222,0.35959,0.33163,0.023978,0.23599,-0.35306,-1.1463
0,0,-1.57,0.077867,0.017839,0.3792,0.31756,0.01698,0.26467,-0.35259,-1.1003
0,0,-1.5072,0.084583,-0.0016812,0.39968,0.30488,0.007987,0.29351,-0.3522,-1.0373
0,0,-1.4444,0.090112,-0.02246,0.42128,0.29315,-0.0035424,0.32257,-0.35202,-0.95261
0,0,-1.3816,0.094644,-0.044643,0.44426,0.28194,-0.018269,0.35191,-0.35225,-0.84248
0,0,-1.3188,0.09838,-0.06841,0.4689,0.27074,-0.036982,0.38161,-0.35322,-0.70668
0,0,-1.256,0.10161,-0.09398,0.49551,0.25888,-0.06059,0.41176,-0.3555,-0.55193
0,0,-1.1932,0.10485,-0.12163,0.52429,0.24543,-0.090093,0.44246,-0.35992,-0.39563
0,0,-1.1304,0.10915,-0.15174,0.55532,0.22896,-0.12653,0.47382,-0.36775,-0.26673
0,0,-1.0676,0.11661,-0.18487,0.5883,0.20727,-0.17088,0.50593,-0.38068,-0.20058
0,0,-1.0048,0.13119,-0.22198,0.62242,0.1772,-0.22394,0.53883,-0.40057,-0.22452
0,0,-0.942,0.15933,-0.26481,0.65656,0.13492,-0.28613,0.57229,-0.42824,-0.33057
0,0,-0.8792,0.20866,-0.31631,0.69076,0.077744,-0.35731,0.60466,-0.46036,-0.43246
0,0,-0.8164,0.28244,-0.38049,0.72938,0.0077874,-0.4364,0.62711,-0.48362,-0.34107
0,0,-0.7536,0.37245,-0.46059,0.78154,-0.066211,-0.52095,0.60203,-0.47149,0.0722
0,0,-0.6908,0.45827,-0.55201,0.85039,-0.13099,-0.60642,0.4764,-0.40365,0.53865
0,0,-0.628,0.5053,-0.61545,0.90079,-0.16396,-0.68531,0.36785,-0.30397,0.68147
0,0,-0.5652,0.45786,-0.5293,0.8144,-0.12094,-0.74647,0.34379,-0.21203,0.53066
0,0,-0.5024,0.32291,-0.24436,0.54903,-0.00063893,-0.77533,0.32319,-0.12114,0.28809
